year,marathon,country,finishers,mean_time
2012,"Melbourne &
  Beaches Music Marathon",US,354,282.56
2013,"Melbourne &
  Beaches Music Marathon",US,267,263.24
2001,Melbourne Marathon,Australia,1290,232.39
2002,Melbourne Marathon,Australia,1481,236.32
2003,Melbourne Marathon,Australia,1534,235.85
2004,Melbourne Marathon,Australia,1482,245.71
2005,Melbourne Marathon,Australia,1561,234.28
2006,Melbourne Marathon,Australia,1712,233.29
2007,Melbourne Marathon,Australia,2616,238.05
2008,Melbourne Marathon,Australia,3326,248.25
2009,Melbourne Marathon,Australia,3797,238.33
2010,Melbourne Marathon,Australia,5053,241.04
2011,Melbourne Marathon,Australia,4962,240.85
2012,Melbourne Marathon,Australia,6241,242.07
2013,Melbourne Marathon,Australia,6852,244.03
2010,Memorial Day Marathon,US,108,277.88
2011,Memorial Day Marathon,US,135,285
2012,Memorial Day Marathon,US,139,288.95
2013,Memorial Day Marathon,US,158,271.7
2000,Memphis Marathon,US,695,254.91
2002,Memphis Marathon,US,885,262.4
2003,Memphis Marathon,US,1043,257.59
2004,Memphis Marathon,US,1275,254.86
2005,Memphis Marathon,US,1531,259.7
2006,Memphis Marathon,US,1534,259.23
2007,Memphis Marathon,US,1961,263.79
2008,Memphis Marathon,US,2217,263.21
2009,Memphis Marathon,US,2461,266.41
2010,Memphis Marathon,US,2427,277.36
2011,Memphis Marathon,US,2364,279.49
2012,Memphis Marathon,US,2626,286.23
2002,Mercedes Marathon,US,881,268.8
2003,Mercedes Marathon,US,663,267.5
2004,Mercedes Marathon,US,1020,261.61
2005,Mercedes Marathon,US,674,262.3
2006,Mercedes Marathon,US,748,261.37
2007,Mercedes Marathon,US,684,261.25
2008,Mercedes Marathon,US,779,258.39
2009,Mercedes Marathon,US,791,260.02
2010,Mercedes Marathon,US,889,259.01
2011,Mercedes Marathon,US,1014,257.99
2012,Mercedes Marathon,US,968,256.49
2013,Mercedes Marathon,US,992,257.57
2012,"Meridian Marathon,
  LEO Run to Remember",US,56,297.08
2002,Mesa Falls Marathon,US,60,253.65
2003,Mesa Falls Marathon,US,84,257.39
2004,Mesa Falls Marathon,US,120,257.67
2005,Mesa Falls Marathon,US,116,265.91
2006,Mesa Falls Marathon,US,133,269.52
2007,Mesa Falls Marathon,US,153,268.23
2008,Mesa Falls Marathon,US,135,257.67
2009,Mesa Falls Marathon,US,231,276.13
2010,Mesa Falls Marathon,US,214,275.8
2011,Mesa Falls Marathon,US,181,276.22
2012,Mesa Falls Marathon,US,144,283.4
2013,Mesa Falls Marathon,US,142,273.7
2011,"Mesquite Canyon Trail
  Marathon",US,17,380.52
2009,"Mesquite Tri-State
  Marathon",US,167,252.56
2011,"Mesquite Tri-State
  Marathon",US,187,268.73
2012,"Mesquite Tri-State
  Marathon",US,133,260.21
2013,"Mesquite Tri-State
  Marathon",US,99,266.46
2003,Miami Marathon,US,1455,258.02
2004,Miami Marathon,US,1781,266.8
2005,Miami Marathon,US,1761,265.92
2006,Miami Marathon,US,2477,274.87
2007,Miami Marathon,US,2542,283.64
2008,Miami Marathon,US,2669,268.66
2009,Miami Marathon,US,2770,269.01
2010,Miami Marathon,US,2669,268.66
2011,Miami Marathon,US,3535,267.27
2012,Miami Marathon,US,3535,267.27
2013,Miami Marathon,US,3771,279.58
2005,Mid Mountain Marathon,US,116,291.69
2006,Mid Mountain Marathon,US,101,260.85
2007,Mid Mountain Marathon,US,183,283.85
2008,Mid Mountain Marathon,US,203,281.67
2009,Mid Mountain Marathon,US,218,280.63
2010,Mid Mountain Marathon,US,550,277.63
2011,Mid Mountain Marathon,US,309,289.97
2012,Mid Mountain Marathon,US,271,288.61
2013,Mid Mountain Marathon,US,283,314.91
2000,"Mid-Atlantic Cross
  Country Challenge",US,44,382.64
2000,Midsouth Marathon,US,112,240.88
2001,Midsouth Marathon,US,156,258.7
2002,Midsouth Marathon,US,196,260.46
2003,Midsouth Marathon,US,221,280.4
2004,Midsouth Marathon,US,218,265.43
2005,Midsouth Marathon,US,158,275.89
2006,Midsouth Marathon,US,151,266.11
2007,Midsouth Marathon,US,154,259.43
2008,Midsouth Marathon,US,154,264.04
2009,Midsouth Marathon,US,161,280.06
2010,Midsouth Marathon,US,152,269.23
2011,Midsouth Marathon,US,188,272.97
2012,Midsouth Marathon,US,172,280.55
2013,Midsouth Marathon,US,142,273.24
2000,"Mile High City
  Marathon",US,556,258.73
2013,Mill Race Marathon,US,548,278.7
2012,"Milton Keynes
  Marathon",England,2818,260.49
2013,"Milton Keynes
  Marathon",England,1741,256.31
2009,Minneapolis Marathon,US,1208,266.21
2010,Minneapolis Marathon,US,1123,264.93
2012,Minneapolis Marathon,US,880,260.98
2013,Minneapolis Marathon,US,726,252.2
2012,"Minocqua No Frills
  Marathon",US,83,267.15
2013,"Minocqua No Frills
  Marathon",US,147,270.42
2004,"Miracle Match
  Marathon",US,51,279.31
2005,"Miracle Match
  Marathon",US,63,263.63
2006,"Miracle Match
  Marathon",US,113,291.13
2007,"Miracle Match
  Marathon",US,99,269.31
2008,"Miracle Match
  Marathon",US,136,285.75
2009,"Miracle Match
  Marathon",US,67,289.75
2010,"Miracle Match
  Marathon",US,171,280.01
2011,"Miracle Match
  Marathon",US,181,293.37
2012,"Miracle Match
  Marathon",US,193,278.47
2013,"Miracle Match
  Marathon",US,185,298.53
2004,Mississauga Marathon,Canada,1140,246.3
2005,Mississauga Marathon,Canada,1339,247.97
2006,Mississauga Marathon,Canada,1400,243.16
2007,Mississauga Marathon,Canada,1406,247.13
2008,Mississauga Marathon,Canada,1369,246.24
2009,Mississauga Marathon,Canada,1393,246.42
2010,Mississauga Marathon,Canada,1684,253.72
2011,Mississauga Marathon,Canada,1070,247.17
2012,Mississauga Marathon,Canada,826,246.69
2013,Mississauga Marathon,Canada,835,250.6
2008,"Mississippi Blues
  Marathon",US,916,269.92
2009,"Mississippi Blues
  Marathon",US,911,282.87
2010,"Mississippi Blues
  Marathon",US,1118,276.19
2011,"Mississippi Blues
  Marathon",US,665,270.21
2012,"Mississippi Blues
  Marathon",US,728,279.1
2013,"Mississippi Blues
  Marathon",US,740,278.78
2001,"Mississippi Coast
  Marathon",US,81,290.03
2002,"Mississippi Coast
  Marathon",US,96,252.3
2003,"Mississippi Coast
  Marathon",US,117,250.44
2004,"Mississippi Coast
  Marathon",US,118,269.77
2005,"Mississippi Coast
  Marathon",US,45,272.97
2006,"Mississippi Coast
  Marathon",US,128,288.13
2007,"Mississippi Coast
  Marathon",US,109,271.25
2008,"Mississippi Coast
  Marathon",US,109,268.97
2009,"Mississippi Coast
  Marathon",US,107,270.07
2010,"Mississippi Coast
  Marathon",US,103,257.91
2011,"Mississippi Coast
  Marathon",US,115,291.96
2012,"Mississippi Coast
  Marathon",US,91,268.65
2013,"Mississippi Coast
  Marathon",US,104,271.38
2001,Mississippi Marathon,US,116,257.86
2002,Mississippi Marathon,US,185,261.62
2004,Mississippi Marathon,US,116,256.09
2005,Mississippi Marathon,US,160,255.1
2007,Mississippi Marathon,US,165,279.45
2013,"Mississippi River
  Marathon",US,374,277.79
2007,Missoula Marathon,US,434,267.91
2008,Missoula Marathon,US,376,256.37
2009,Missoula Marathon,US,582,262.73
2010,Missoula Marathon,US,1277,266.27
2011,Missoula Marathon,US,1022,262.26
2012,Missoula Marathon,US,1113,270.27
2013,Missoula Marathon,US,1098,274.77
2013,"Mo' Cowbell Marathon
  & Half Marathon & 5K",US,428,275.06
2004,Moab Marathon,US,124,279.59
2005,Moab Marathon,US,95,240.77
2006,Moab Marathon,US,309,251.43
2010,Moab Marathon,US,43,269.72
2011,Moab Marathon,US,48,255.37
2013,Moab Trail Marathon,US,281,372.89
2011,Modesto Marathon,US,419,280.9
2012,Modesto Marathon,US,498,278.23
2013,Modesto Marathon,US,486,288.13
2000,"Mohawk-Hudson River
  Marathon",US,549,244.74
2001,"Mohawk-Hudson River
  Marathon",US,414,235.7
2002,"Mohawk-Hudson River
  Marathon",US,371,236.03
2003,"Mohawk-Hudson River
  Marathon",US,450,228.07
2004,"Mohawk-Hudson River
  Marathon",US,408,237.28
2005,"Mohawk-Hudson River
  Marathon",US,352,232.47
2006,"Mohawk-Hudson River
  Marathon",US,421,235.4
2007,"Mohawk-Hudson River
  Marathon",US,492,234.53
2009,"Mohawk-Hudson River
  Marathon",US,726,236.05
2010,"Mohawk-Hudson River
  Marathon",US,845,242.01
2011,"Mohawk-Hudson River
  Marathon",US,884,252.93
2012,"Mohawk-Hudson River
  Marathon",US,924,248.51
2013,"Mohawk-Hudson River
  Marathon",US,935,247.66
2008,"Mohawk-Hudson River
  Marathon (NY - 10/12",US,536,236.38
2006,"Moncton Legs for
  Literacy Marathon",England,138,235.88
2007,"Moncton Legs for
  Literacy Marathon",England,135,244.44
2011,"Moncton Legs for
  Literacy Marathon",England,125,238.87
2012,"Moncton Legs for
  Literacy Marathon",England,139,246.32
2013,"Moncton Legs for
  Literacy Marathon",England,195,241.39
2011,"Monster
  ""Mash"" Marathon",US,38,273.38
2012,Monster Mash Marathon,US,178,266.43
2013,Monster Mash Marathon,US,151,269.86
2000,"Monster Trail
  Marathon",US,21,286.78
2001,"Monster Trail
  Marathon",US,29,301.29
2002,"Monster Trail
  Marathon",US,23,306.48
2003,"Monster Trail
  Marathon",US,26,323.28
2004,"Monster Trail
  Marathon",US,21,308.91
2005,"Monster Trail
  Marathon",US,30,312.66
2006,"Monster Trail
  Marathon",US,22,313.7
2007,"Monster Trail
  Marathon",US,17,303.09
2008,"Monster Trail
  Marathon",US,31,318.2
2009,"Monster Trail
  Marathon",US,32,312.19
2010,"Monster Trail
  Marathon",US,32,318.44
2011,"Monster Trail
  Marathon",US,29,342.93
2012,"Monster Trail
  Marathon",US,46,317.55
2013,"Monster Trail
  Marathon",US,39,346.42
2013,Mont Saint-Michel,France,2782,236.81
2003,"Montana Governor's
  Cup Marathon",US,102,253.7
2004,"Montana Governor's
  Cup Marathon",US,114,247.47
2005,"Montana Governor's
  Cup Marathon",US,100,251.5
2006,"Montana Governor's
  Cup Marathon",US,123,248.69
2007,"Montana Governor's
  Cup Marathon",US,116,262.77
2008,"Montana Governor's
  Cup Marathon",US,98,270.97
2009,"Montana Governor's
  Cup Marathon",US,172,261.82
2010,"Montana Governor's
  Cup Marathon",US,172,254.83
2011,"Montana Governor's
  Cup Marathon",US,158,256.47
2012,"Montana Governor's
  Cup Marathon",US,159,279.79
2013,"Montana Governor's
  Cup Marathon",US,129,268.53
2000,Montana Marathon,US,117,241.74
2001,Montana Marathon,US,76,265.52
2002,Montana Marathon,US,107,262.44
2001,"Montgomery County
  Marathon In The Parks",US,1126,251.32
2002,"Montgomery County
  Marathon In The Parks",US,827,251.85
2003,"Montgomery County
  Marathon In The Parks",US,851,254.6
2004,"Montgomery County
  Marathon In The Parks",US,740,256.09
2003,"Montreal
  International Marathon",Canada,800,267.17
2004,"Montreal
  International Marathon",Canada,818,251.75
2005,"Montreal
  International Marathon",Canada,1000,247.53
2006,"Montreal
  International Marathon",Canada,1134,243.78
2007,"Montreal
  International Marathon",Canada,1157,243.8
2008,"Montreal
  International Marathon",Canada,1236,257.29
2009,"Montreal
  International Marathon",Canada,1751,254.88
2010,"Montreal
  International Marathon",Canada,2068,248.32
2011,"Montreal
  International Marathon",Canada,1970,240.97
2012,"Montreal
  International Marathon",Canada,2677,252.6
2013,"Montreal
  International Marathon",Canada,2828,251.5
2012,Monument Marathon,US,85,275.44
2013,Monument Marathon,US,73,270.3
2010,Mooathon,Ireland,18,256.78
2011,Mooathon,Ireland,25,273.72
2012,Mooathon,Ireland,34,264.35
2013,Mooathon,Ireland,28,294.84
2006,"Moose Mountain
  Marathon",US,84,384.71
2007,"Moose Mountain
  Marathon",US,86,377.62
2008,"Moose Mountain
  Marathon",US,106,376.01
2009,"Moose Mountain
  Marathon",US,104,395.01
2010,"Moose Mountain
  Marathon",US,115,402.4
2011,"Moose Mountain
  Marathon",US,136,393.95
2012,"Moose Mountain
  Marathon",US,144,384.32
2013,"Moose Mountain
  Marathon",US,177,428.74
2006,Moray Marathon,England,128,230.93
2007,Moray Marathon,England,144,223.19
2008,Moray Marathon,England,129,229.56
2009,Moray Marathon,England,155,233.53
2010,Moray Marathon,England,164,237.78
2011,Moray Marathon,England,173,237.4
2012,Moray Marathon,England,141,235.32
2013,Moray Marathon,England,159,233.21
2004,More Marathon,US,357,295.01
2005,More Marathon,US,226,296.65
2006,More Marathon,US,172,284.94
2007,More Marathon,US,143,285.22
2008,More Marathon,US,152,282.55
2010,Morgan Hill Marathon,US,179,268.05
2011,Morgan Hill Marathon,US,541,283.69
2012,Morgan Hill Marathon,US,453,286.47
2013,Morgan Hill Marathon,US,375,283.42
2012,"Morgan Valley
  Marathon",US,81,260.57
2013,"Morgan Valley
  Marathon",US,120,267.01
2012,"Motatapu Off Road
  Marathon",New Zealand,540,314.65
2013,"Motatapu Off Road
  Marathon",New Zealand,555,333.87
2010,Mother's Day Marathon,US,3,251.27
2011,Mother's Day Marathon,US,5,285.8
2002,"Mount Desert Island
  marathon",US,392,270.76
2003,"Mount Desert Island
  marathon",US,402,265.74
2004,"Mount Desert Island
  marathon",US,379,271.96
2005,"Mount Desert Island
  marathon",US,510,303.04
2006,"Mount Desert Island
  marathon",US,563,306.7
2007,"Mount Desert Island
  marathon",US,669,310.55
2008,"Mount Desert Island
  marathon",US,699,289.12
2009,"Mount Desert Island
  marathon",US,602,291.14
2010,"Mount Desert Island
  marathon",US,787,284.21
2011,"Mount Desert Island
  marathon",US,924,290.76
2012,"Mount Desert Island
  marathon",US,833,285.13
2013,"Mount Desert Island
  marathon",US,722,276.38
2006,"Mount Greylock Trail
  Marathon",US,67,381.55
2010,Mount Lemmon Marathon,US,394,336.13
2011,Mount Lemmon Marathon,US,167,317.29
2012,Mount Lemmon Marathon,US,90,327.35
2013,Mount Lemmon Marathon,US,111,319.49
2011,Mountain Marathon,US,228,262.8
2012,Mountain Marathon,US,58,371.5
2013,Mountain Marathon,US,72,342.29
2010,"Mountain Maryland
  Marathon",US,113,255.41
2006,"Mountain to Surf
  Marathon",New Zealand,167,238.94
2007,"Mountain to Surf
  Marathon",New Zealand,258,252.97
2008,"Mountain to Surf
  Marathon",New Zealand,202,252.94
2009,"Mountain to Surf
  Marathon",New Zealand,298,249.76
2010,"Mountain to Surf
  Marathon",New Zealand,253,257.9
2011,"Mountain to Surf
  Marathon",New Zealand,228,262.8
2012,"Mountain to Surf
  Marathon",New Zealand,215,250.87
2013,"Mountain to Surf
  Marathon",New Zealand,241,257.8
2007,MountainAir Marathon,US,52,266.27
2008,MountainAir Marathon,US,43,251.9
2009,MountainAir Marathon,US,30,278.2
2010,MountainAir Marathon,US,63,288.95
2011,Mountaineer Marathon,US,8,275.72
2012,Mountaineer Marathon,US,9,351.94
2013,"Mountains 2 Beach
  Marathon",US,1258,241.46
2000,Mt. Rushmore Marathon,US,271,250.32
2001,Mt. Rushmore Marathon,US,296,257.8
2002,Mt. Rushmore Marathon,US,312,252.04
2003,Mt. Rushmore Marathon,US,312,261.76
2004,Mt. Rushmore Marathon,US,246,256.22
2005,Mt. Rushmore Marathon,US,214,287.8
2006,Mt. Rushmore Marathon,US,125,269.73
2007,Mt. Rushmore Marathon,US,160,270.18
2008,Mt. Rushmore Marathon,US,62,292.7
2011,Mt. Sneffels Marathon,US,40,288.14
2012,Mt. Sneffels Marathon,US,71,292.19
2013,Mt. Sneffels Marathon,US,94,287.37
2010,Muddy Marathon,US,4,435
2011,Muddy Marathon,US,8,431.84
2001,Mudgee Marathon,Australia,33,261.88
2002,Mudgee Marathon,Australia,49,247.51
2004,Mudgee Marathon,Australia,39,256.68
2005,Mudgee Marathon,Australia,22,239.28
2006,Mudgee Marathon,Australia,32,247.23
2007,Mudgee Marathon,Australia,31,264.43
2008,Mudgee Marathon,Australia,34,235.51
2009,Mudgee Marathon,Australia,39,245.33
2010,Mudgee Marathon,Australia,43,238.05
2011,Mudgee Marathon,Australia,43,239.65
2012,Mudgee Marathon,Australia,55,243.28
2013,Mudgee Marathon,Australia,53,239.32
2002,"Muir Woods Trail
  Marathon",US,33,274.08
2003,"Muir Woods Trail
  Marathon",US,65,266.77
2004,"Muir Woods Trail
  Marathon",US,55,297.68
2005,"Muir Woods Trail
  Marathon",US,38,279.47
2006,"Muir Woods Trail
  Marathon",US,70,289.44
2007,"Muir Woods Trail
  Marathon",US,73,279.25
2008,"Muir Woods Trail
  Marathon",US,55,295.7
2009,"Muir Woods Trail
  Marathon",US,65,285.49
2010,"Muir Woods Trail
  Marathon",US,30,258.36
2011,"Muir Woods Trail
  Marathon",US,86,237.39
2012,"Muir Woods Trail
  Marathon",US,61,338.8
2013,"Muir Woods Trail
  Marathon",US,31,302.57
2002,Munich Marathon,Germany,6791,234.64
2003,Munich Marathon,Germany,8400,233.9
2004,Munich Marathon,Germany,9041,236.25
2005,Munich Marathon,Germany,7465,240.61
2006,Munich Marathon,Germany,7161,235.26
2007,Munich Marathon,Germany,6795,234.74
2008,Munich Marathon,Germany,5633,242.31
2009,Munich Marathon,Germany,5397,238.46
2010,Munich Marathon,Germany,6415,239.45
2011,Munich Marathon,Germany,4772,237.53
2012,Munich Marathon,Germany,6082,239.14
2013,Munich Marathon,Germany,6570,239.12
2001,"Museum of Aviation
  Foundation Marathon",US,80,256.26
2002,"Museum of Aviation
  Foundation Marathon",US,112,273.66
2003,"Museum of Aviation
  Foundation Marathon",US,85,259.2
2004,"Museum of Aviation
  Foundation Marathon",US,72,256.27
2005,"Museum of Aviation
  Foundation Marathon",US,146,255.06
2006,"Museum of Aviation
  Foundation Marathon",US,137,256.2
2007,"Museum of Aviation
  Foundation Marathon",US,92,256.53
2008,"Museum of Aviation
  Foundation Marathon",US,107,257.51
2009,"Museum of Aviation
  Foundation Marathon",US,118,256.51
2010,"Museum of Aviation
  Foundation Marathon",US,184,256.76
2011,"Museum of Aviation
  Foundation Marathon",US,201,260.2
2012,"Museum of Aviation
  Foundation Marathon",US,192,262.72
2013,"Museum of Aviation
  Foundation Marathon",US,174,258.54
2012,"Myles Standish
  Marathon",US,279,257.96
2013,"Myles Standish
  Marathon",US,263,254.77
2000,Myrtle Beach Marathon,US,1466,266.56
2001,Myrtle Beach Marathon,US,1464,278.83
2002,Myrtle Beach Marathon,US,1327,266.26
2003,Myrtle Beach Marathon,US,1219,268.81
2004,Myrtle Beach Marathon,US,1124,269.93
2005,Myrtle Beach Marathon,US,1233,266.19
2006,Myrtle Beach Marathon,US,1574,262.32
2007,Myrtle Beach Marathon,US,1767,265.83
2008,Myrtle Beach Marathon,US,1684,267.18
2009,Myrtle Beach Marathon,US,1846,266.63
2011,Myrtle Beach Marathon,US,1768,271.02
2012,Myrtle Beach Marathon,US,1798,266.14
2013,Myrtle Beach Marathon,US,1620,266.18
2008,"Mystery Mountain
  Marathon",US,33,330.46
2009,"Mystery Mountain
  Marathon",US,61,353.92
2010,"Mystery Mountain
  Marathon",US,63,371.99
2011,"Mystery Mountain
  Marathon",US,89,362.13
2012,"Mystery Mountain
  Marathon",US,114,355.73
2013,"Mystery Mountain
  Marathon",US,117,371.32
2001,"Mystic Places
  Marathon",US,1072,245.06
2002,"Mystic Places
  Marathon",US,717,245.24
2003,"Mystic Places
  Marathon",US,653,249.63
2004,"Mystic Places
  Marathon",US,677,249.08
2005,"Mystic Places
  Marathon",US,577,253.66
2006,"Mystic Places
  Marathon",US,527,251.46
2005,"NAIA Marathon
  Championships - Men",US,36,159.49
2006,"NAIA Marathon
  Championships - Men",US,42,165.61
2010,"NAIA Marathon
  Championships - Men",US,42,168.56
2011,"NAIA Marathon
  Championships - Men",US,55,165.11
2005,"NAIA Marathon
  Championships - Women",US,20,199.92
2006,"NAIA Marathon
  Championships - Women",US,25,194.94
2010,"NAIA Marathon
  Championships - Women",US,27,209.94
2011,"NAIA Marathon
  Championships - Women",US,54,201.07
2013,"NJ Trail Series One
  Day Marathon",US,14,318.83
2011,"NJ Ultra Festival
  Marathon",US,55,273.85
2012,"NJ Ultra Festival
  Marathon",US,38,308.79
2013,"NJ Ultra Festival
  Marathon",US,41,336.02
2000,"Nagoya Int'l Women's
  Marathon",Japan,100,172.03
2000,Nantucket Marathon,US,20,244.41
2000,Napa Valley Marathon,US,1402,245.3
2001,Napa Valley Marathon,US,1359,259.63
2002,Napa Valley Marathon,US,1705,255.8
2003,Napa Valley Marathon,US,1735,254.85
2004,Napa Valley Marathon,US,1556,253.44
2005,Napa Valley Marathon,US,1595,254.2
2006,Napa Valley Marathon,US,1438,256.33
2007,Napa Valley Marathon,US,1237,251.08
2008,Napa Valley Marathon,US,1757,256.45
2009,Napa Valley Marathon,US,1841,262.34
2010,Napa Valley Marathon,US,1736,257.13
2011,Napa Valley Marathon,US,1771,258.64
2012,Napa Valley Marathon,US,1803,263.03
2013,Napa Valley Marathon,US,1774,260.25
2002,"Napa Valley Trail
  Marathon",US,50,286.36
